"jerarquia";"cod_especie";"nombre_corto";"nombre_largo";"cotiza";"fecha_emision";"fecha_vencimiento";"diasmes";"diasanio";"cod_especie_sab";"cod_emisor";"tipo_especie";"cod_especie_mae";"isin";"pais_origen";"cod_tip_flujo";"tipo_moneda";"cod_moneda_pago";"cod_tip_emisor";"partition_date"
"002009005000000";GBR27;GLOBAL BRAS.27;BONOS GLOBALES 2027 BRASIL VTO. 15/05/2027 10,125%;USD;"04/06/1997";"15/05/2027";"30";"360";"1286";BRL;B;;US105756AE07;BRASIL;XXXX;;;;"2024-03-27"
"004081000000000";RI99EV;VENCIDA R VARIA;BANCO RIO VTO. 31/07/1999 3,25% CUPON VARIABLE;USD;"31/07/1996";"31/07/1999";"30";"360";"1274";;B;BRI4;XS0068462034;ARGENTINA;XXXX;;;;"2024-03-27"
"002003004009000";CORR9;B CORRIENTES 09;Bono Consolidacion Pcia. Corrientes en Moneda Nac. vto. 01/04/2009 Tasa Flotante Serie I;ARS;"01/04/1993";"01/04/2009";REA;"360";"2030";PROCORRIEN;B;;ARPCRR030025;ARGENTINA;XXXX;;;;"2024-03-27"
"004165000000000";COPAR0;COMAFI FID.2000;COMAFI FIDEICOMISO VTO. 08/11/2000 8.30%;USD;"11/07/1997";"08/11/2000";REA;"365";;COMAFIDE;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"004050000000000";COPA99;COMPAU 1999;COMPANIA PAULISTA VTO 31/03/1999 8,875%;USD;"31/03/1998";"31/03/1999";"30";"360";"1365";;B;;XS0085916954;BRASIL;XXXX;;;;"2024-03-27"
"004059000000000";HPDA99;VENCIDA HPDA99;HIDROELECTRICA PIEDRA DEL AGUILA VTO. 28/05/1999 10,875%;USD;"28/05/1996";"28/05/1999";"30";"360";"1184";;B;;US42952NAB55;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004003000";ACE04;ACESITA 2004;ACESITA VTO. 15/10/2004  11,125%;USD;"15/10/1996";"15/10/2004";"30";"360";"1366";;B;;USP0056YAB76;BRASIL;XXXX;;;;"2024-03-27"
"004036000000000";CRT98;VENCIDA 33;C.P.CIA.RIOGRANDENSE DE TELECOMUNICACIONES VTO. 27/11/1998;USD;"02/04/1998";"27/11/1998";"30";"360";"1367";;B;;XS0086096756;BRASIL;XXXX;;;;"2024-03-27"
"004214000000000";PETB01;VENCIDA PETB01;PETROLEO BRASIL VTO: 06/04/2001 8,25%;USD;"06/04/1998";"06/04/2001";"30";"360";"1368";PETRBRAS;B;;XS0086160438;BRASIL;XXXX;;;;"2024-03-27"
"002004002093000";COI4P;COINTEL 2004 $;CIA.INTL.DE TELECOMUNICACIONES $ VTO.01/08/2004 10,375%;ARS;"31/07/1997";"01/08/2004";"30";"360";"1434";COINTEL;B;;US20445FAB31;ARGENTINA;XXXX;;;;"2024-03-27"
"002009003000000";BRA14;C.BONDS BRA 14;C.BONDS BRASIL VTO. 14/04/2014;USD;"15/04/1994";"15/04/2014";"30";"360";"1281";BRL;B;;XS0049993479;BRASIL;XXXX;;;;"2024-03-27"
"004034000000000";LETE41;VENCIDA 31;Letras del Tesoro en dolares vto.18/12/98;USD;"19/06/1998";"18/12/1998";REA;"365";"5041";;B;LE41;ARARGE032052;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004001000";TVC4;TEVECAP 2004;TEVECAP S.A. VTO. 26/11/2004 12,625%;USD;"26/11/1996";"26/11/2004";"30";"360";;;B;;US88162XAA46;BRASIL;XXXX;;;;"2024-03-27"
"004035000000000";CITI98;VENCIDA 32;C.P.CITIBANK N.A. VTO. 22/12/1998;USD;"22/06/1998";"22/12/1998";"30";"360";"1406";;B;CITI4;XS0088344402;ARGENTINA;XXXX;;;;"2024-03-27"
"004239000000000";TEAR00;VENCIDA TEAR00;TELEFONICA ARGENTINA  VTO.01/10/2000 8,375%;USD;"01/10/1993";"01/10/2000";"30";"360";"1099";TELEFONICA;B;;US879378AB32;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002098000";BHN06;B.H.N. 2006;Banco Hipotecario Nacional en u$s vto. 07/08/2006 Tasa 10,625%;USD;"07/08/1996";"07/08/2006";"30";"360";"1189";HIPO;B;;US05959XAB38;ARGENTINA;XXXX;;;;"2024-03-27"
"003015000000000";SUPERF;SUPER FONDOS;Generico de Fondos Comunes de Inversion;;"30/06/1998";"02/11/2006";;;;;B;;;;XXXX;;;;"2024-03-27"
"003015002000000";RFIJA;Renta Fija;Superfondos de Renta Fija;;"30/06/1998";"30/06/2100";;;;;B;;;;XXXX;;;;"2024-03-27"
"003015001000000";RVARIA;Renta Variable;Super Fondos de Renta Variable;;"30/06/1998";"30/06/2100";;;;;B;;;;XXXX;;;;"2024-03-27"
"003015004000000";PLAZOF;Plazo Fijo;Super Fondo de Plazo Fijo;;"30/06/1998";"30/06/2100";;;;;B;;;;XXXX;;;;"2024-03-27"
"003015001001000";BR01;BR ACCIONES;Super Fondo BR Acciones Pesos Arg Largo;ARS;"30/06/1998";"30/06/2100";;;BR01;;B;;;;XXXX;;;;"2024-03-27"
"003015002001000";BR02;BR RENTA PESOS;Super Fondo BR Renta $ Arg Corto;ARS;"30/06/1998";"30/06/2100";;;BR02;;B;;;;XXXX;;;;"2024-03-27"
"003015002002000";BR03;BR RENTA DOLARE;Super Fondo BR Renta u$s Dolares Arg Corto;USD;"30/06/1998";"30/06/2100";;;BR03;;B;;;;XXXX;;;;"2024-03-27"
"003015002003000";BR04;BR DLS PLUS;Super Fondo BR USDolares Plus Dolares ARG Largo;USD;"30/06/1998";"30/06/2100";;;BR04;;B;;;;XXXX;;;;"2024-03-27"
"003015004001000";BR06;BR AHORRO U$S;Super Fondo BR Ahorro U$S Arg Corto;USD;"30/06/1998";"30/06/2100";;;BR06;;B;;;;XXXX;;;;"2024-03-27"
"003015004002000";BR07;BR AHORRO $;Super Fondo BR Ahorro $ Arg. Corto;ARS;"30/06/1998";"30/06/2100";;;BR07;;B;;;;XXXX;;;;"2024-03-27"
"003015003001000";BR08;BR MIX;Super Fondo BR MIX Dolares LatinoAmerica flexible;USD;"30/06/1998";"30/06/2100";;;BR08;;B;;;;XXXX;;;;"2024-03-27"
"003015002006000";FO25;SF RENTA LATIN;Super Fondo Renta Latinoamerica USD Latino Flexible;USD;"30/06/1998";"30/06/2100";;;;;B;;;;XXXX;;;;"2024-03-27"
"003015001002000";FO27;LATINO U$S;Super Fondo Latino America dolares latinoamerica largo;USD;"30/06/1998";"30/06/2100";;;;;B;;;;XXXX;;;;"2024-03-27"
"003015001003000";FO23;RENTA VARIABLE;Super Fondo Renta Variable;ARS;"30/06/1998";;;;;;B;;;;XXXX;;;;"2024-03-27"
"003015004003000";FO22;SF AHORRO U$S;Super Fondo ahorro u$s Arg. Corto;USD;"30/06/1998";"30/06/2100";;;;;B;;;;XXXX;;;;"2024-03-27"
"003015004004000";FO24;SF AHORRO $;Super Fondo Ahorro Pesos Arg Corto;ARS;"30/06/1998";"30/06/2100";;;;;B;;;;XXXX;;;;"2024-03-27"
"003000000000000";FONDOS;FONDOS COMUNES;;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004223000000000";RTFI00;VENCIDA RTFI00;C.P.R.T. FINANCE VTO. 17/08/2000;USD;"10/01/1997";"17/08/2000";;;"1273";RTFINAN;B;;ARFTNY080051;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002100000";ISAT5;IMAGEN SAT.2005;IMAGEN SATELITAL VTO. 02/05/2005 11%;USD;"30/04/1998";"02/05/2005";"30";"360";"1408";IMASAC;B;;USP52800AA04;ARGENTINA;XXXX;;;;"2024-03-27"
"004039000000000";LETE43;VENCIDA;Letras del Tesoro en dolares vto. 15/01/99;USD;"17/07/1998";"15/01/1999";REA;"365";"5043";;B;LE43;ARARGE032078;ARGENTINA;XXXX;;;;"2024-03-27"
"002001006003000";BT03;BONTES 2003;Bonos del Tesoro a mediano plazo vto. 21/07/2003 -variable- PESIFICADO A 1,40;ARS;"21/07/1998";"21/07/2003";REA;"365";"5303";RA;B;BT03;ARARGE032086;ARGENTINA;XXXX;;;;"2024-03-27"
"004058000000000";BRAL99;BRASALCOHOL 99;C.P.BRASALCOHOL VTO. 01/06/1999;USD;"14/06/1998";"01/06/1999";;;"1409";;B;;XS0088995765;BRASIL;XXXX;;;;"2024-03-27"
"002004002103000";FARG8;FARGO 2008;COMPANIA ALIMENTOS FARGO VTO.01/08/2008 13,25%;USD;"27/07/1998";"01/08/2008";"30";"360";"1431";FARGO;B;;USP30566AA46;ARGENTINA;XXXX;;;;"2024-03-27"
"004019000000000";CITY98;Vencida 4;C.P.CITIBANK N.A. VTO. 19/08/1998;USD;"19/02/1998";"19/08/1998";"30";"360";;;B;;XS0084348324;ARGENTINA;XXXX;;;;"2024-03-27"
"004053000000000";CPCI99;CP CITI 04/99;C.P. CITIBANK VTO. 27/04/1999;USD;"30/07/1998";"30/04/1999";;;"1303";;B;CITI6;XS0089376213;ARGENTINA;XXXX;;;;"2024-03-27"
"004038000000000";CPCY99;vencida 35;C.P. CITIBANK VTO. 26/01/1999;USD;"30/07/1998";"26/01/1999";;;"1302";;B;CITI5;XS0089376130;ARGENTINA;XXXX;;;;"2024-03-27"
"002009002000000";VEG27;VEN.GLOBAL 2027;VENEZUELA GLOBAL VTO. 15/09/2027 9.25%;USD;"15/09/1997";"15/09/2027";"30";"360";"1410";VEN;B;;US922646AS37;VENEZUELA;XXXX;;;;"2024-03-27"
"004306000000000";OTRADE;DEUDA O/PAISES;TITULOS DE DEUDA DE OTROS PAISES;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004206000000000";PATA00;VENCIDA PATA00;SOC.ANON.IMP.LA PATAGONIS VTO.05/08/2000 9,125%;USD;"05/08/1998";"05/08/2000";"30";"360";"1412";IEPATAGONI;B;;XS0089523533;ARGENTINA;XXXX;;;;"2024-03-27"
"004029000000000";LETE44;VENCIDA 26;Letras del Tesoro en pesos Vto.13/11/98;ARS;"14/08/1998";"13/11/1998";;;"5044";;B;LE44;ARARGE032094;ARGENTINA;XXXX;;;;"2024-03-27"
"004040000000000";LETE45;vencida;Letras del Tesoro en dolares Vto. 12/02/99;USD;"14/08/1998";"12/02/1999";;;"5045";;B;LE45;ARARGE032102;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002110000";TGN04;TGN.31/10/2004;Transportadora de Gas del Norte en u$s vto. 31/10/2004 Tasa Flotante;USD;"31/10/1996";"31/10/2004";REA;"360";"1152";TGN;B;;XS0070873228;ARGENTINA;XXXX;;;;"2024-03-27"
"002009001000000";BRAS8;GLO BRAS 2008;GLOBAL BRASIL VTO. 07/04/2008 9,375%;USD;"07/04/1998";"07/04/2008";"30";"360";"1415";BRL;B;;US105756AG54;BRASIL;XXXX;;;;"2024-03-27"
"004065000000000";SODI99;VENCIDA SODI99;SODIGAS VTO. 06/07/1999 10,50%;USD;"06/07/1994";"06/07/1999";"30";"360";"1141";;B;;USP8718WAA64;ARGENTINA;XXXX;;;;"2024-03-27"
"004041000000000";CPC299;C.P.CITI 02/99;C.P. CITIBANK VTO.23/02/1999;USD;"24/08/1998";"23/02/1999";"30";"360";;;B;CITI7;;ARGENTINA;XXXX;;;;"2024-03-27"
"004032000000000";BT98$;VENCIDA 30;Bonos de Deuda en PESOS VTO.13/12/98 8,75%;ARS;"13/12/1996";"13/12/1998";"30";"360";;;B;;XS0072169807;ARGENTINA;XXXX;;;;"2024-03-27"
"004000000000000";TITVEN;TITULO VENCIDO;;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"002003003000000";CEDULA;CEDULAS HIPOTEC;CEDULAS HIPOTECARIAS;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"002004003000000";CP;COMERCIAL PAPER;COMMERCIAL PAPERS;USD;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004271000000000";DEUDA$;DEUDA EN PESOS;;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"004082000000000";BNQU99;VENCIDA BQUIL99;BANCO QUILMES VTO. 30/10/99 FLOAT;USD;"30/10/1996";"30/10/1999";REA;"360";"1176";;B;BQLS;XS0070849350;ARGENTINA;XXXX;;;;"2024-03-27"
"002001001008000";BGL03;Bx.GLOBAL 03;Bonos Externos Globales de la Rep. Arg. en u$s vto. 20/12/2003 -8,375%-;USD;"20/12/1993";"20/12/2003";"30";"360";"6500";RA;B;GD03D;US040114AH34;ARGENTINA;XXXX;;;;"2024-03-27"
"004200000000000";DGC01;VENCIDA DGC01;DISTR.DE GAS DEL CENTRO VTO.21/08/2001 10.50%;USD;"21/08/1996";"21/08/2001";"30";"360";"1194";DGC;B;DGC4;XS0068890770;ARGENTINA;XXXX;;;;"2024-03-27"
"001002000000000";U$S;DOLARES;DOLARES;;;;;;"10000";U$S;B;;;;XXXX;;;;"2024-03-27"
"002009008000000";EBRO6;EI BRAS.15/4/06;EI BRASIL VTO. 15/04/2006 FLOAT;USD;"15/10/1994";"15/04/2006";REA;"360";"1277";BRL;B;;XS0049993636;BRASIL;XXXX;;;;"2024-03-27"
"004046000000000";CRD98;VENCIDA CRD98;BANCO CREDITO ARGENTINO VTO. 18/12/98 8.50 %;USD;"18/12/1996";"18/12/1998";"30";"360";;;B;;US05953RAC07;ARGENTINA;XXXX;;;;"2024-03-27"
"001006000000000";BEF;Franco Belga;Franco Belga;USD;;;;;;BEF;M;;;;XXXX;D;;;"2024-03-27"
"001008000000000";NLG;Florin H.;Florin H.;USD;;;;;;NLG;M;;;;XXXX;D;;;"2024-03-27"
"001017000000000";CAD;Dolar Canada;Dolar Canada;USD;;;;;;CAD;M;;;;XXXX;D;;;"2024-03-27"
"001012000000000";BRL;Real;Real;USD;;;;;;BRL;M;;;;XXXX;D;;;"2024-03-27"
"001027000000000";SEK;Corona Suecas;Coronas Suecas;USD;;;;;;SEK;M;;;;XXXX;D;;;"2024-03-27"
"001028000000000";NOK;Corona Noruegas;Coronas Noruegas;USD;;;;;;NOK;M;;;;XXXX;D;;;"2024-03-27"
"001007000000000";ITL;Lira;Lira;USD;;;;;;ITL;M;;;;XXXX;D;;;"2024-03-27"
"001003000000000";ESP;Peseta;Peseta;USD;;;;;;ESP;M;;;;XXXX;D;;;"2024-03-27"
"004042000000000";CICP99;VENCIDA CICP99;C.P.CITIBANK VTO 05/01/1999;USD;"07/10/1998";"05/01/1999";;;"1422";;B;CITI8;XS0091199819;ARGENTINA;XXXX;;;;"2024-03-27"
"004051000000000";LETE46;VENCIDA 46;Letras Externas en d?lares vto. 16/04/1999;USD;"16/10/1998";"16/04/1999";;;"5046";;B;LE46;ARARGE032128;ARGENTINA;XXXX;;;;"2024-03-27"
"002001006004000";BT27;BONTES 2027;Bonos del Tesoro a largo plazo vto. 19/09/2027 -9,9375%- PESIFICADO A 1,40;ARS;"19/09/1998";"19/09/2027";"30";"360";;RA;B;TS27F;ARARGE032136;ARGENTINA;XXXX;;;;"2024-03-27"
"004049000000000";CPC399;CP CITI 03/99;Commercial Paper Citibank vto. 30/03/1999.;USD;"30/10/1998";"30/03/1999";"30";"360";"1425";;B;;XS0091931468;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002005000";AUS04;AUSOL 2004 9.35;AUTOPISTAS DEL SOL S.A. VTO.01/08/2004 9.35%;USD;"31/07/1997";"01/08/2004";"30";"360";"1259";AUTOSOL;B;AUSOA;USP0605BAA54;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002040000";PASA2;PASA 2002 7.875;PASA S.A. VTO.01/08/2002 7.875%;USD;"05/08/1997";"01/08/2002";"30";"360";"1261";PASA;B;PASA1;US70217FAA66;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002065000";PERE4;PEREZ CO. 2004;PEREZ COMPANC S.A. VTO 30/01/2004 9%;USD;"30/01/1997";"30/01/2004";"30";"360";"1205";PEREZCOMP;B;;USP77061AA05;ARGENTINA;XXXX;;;;"2024-03-27"
"002001005006000";PRE3;BOCON PRE3;Bono Consolidacion Deuda Previsional en Moneda Nac. 2da Serie vto. 01/09/2002;ARS;"01/09/1992";"01/09/2002";REA;REA;"2226";RA;B;PRE3;ARP04981DH91;ARGENTINA;XXXX;;;;"2024-03-27"
"004356000000000";ROB02;ROBERTS 2002;BANCO ROBERTS VTO.17/4/2002 8,75%;USD;"17/04/1997";"17/04/2002";"30";"360";"1404";ROBERTS;B;BRO6;XS0075642529;ARGENTINA;XXXX;;;;"2024-03-27"
"004037000000000";TGS98;VENCIDA 34;TRANSP.DE GAS DEL SUR VTO 23/12/1998 7.75%;USD;"23/12/1993";"23/12/1998";"30";"360";"1060";;B;TGS1;USP93118AA88;ARGENTINA;XXXX;;;;"2024-03-27"
"004097000000000";RIOCUP;VENCIDA RIOCUP;CUPON VAR. O.N. BCO RIO ESTRUC. VTO. 31/07/1999;USD;"31/07/1996";"31/07/1999";;;"1447";RIO;B;;XS0068505881;;XXXX;;;;"2024-03-27"
"004052000000000";LETE47;VENCIDA 47;Letras del tesoro en Dolares vto. 14/05/99;USD;"13/11/1998";"14/05/1999";REA;"365";"5047";;B;LE47;ARARGE032144;ARGENTINA;XXXX;;;;"2024-03-27"
"004056000000000";CPTGS9;VENCIDA CPTGS9;CP TRASP. GAS DEL SUR VTO 18/05/1999;USD;"18/11/1998";"18/05/1999";;;"1429";;B;;USP9308RAB98;ARGENTINA;XXXX;;;;"2024-03-27"
"002001001005000";BGL05;Bx.GLOBAL 2005;Bonos Externos Globales de la Rep. Arg. en u$s vto. 04/12/2005 -11%;USD;"04/12/1998";"04/12/2005";"30";"360";"1464";RA;B;GD05D;US040114AZ32;ARGENTINA;XXXX;;;;"2024-03-27"
"004289000000000";CAM01;GAS PAMPEANA01;DISTRIBUIDORA DE GAS PAMPEANA 9,25% VTO.15/12/2001(NUEVAS);USD;"15/06/1997";"15/12/2001";"30";"360";"1428";CAMUZZIPAM;B;;US134685AA49;;XXXX;;;;"2024-03-27"
"004132000000000";GALI00;VENCIDA GALI00;BCO DE GALICIA VTO. 15/12/2000 10%;USD;"09/12/1998";"15/12/2000";"30";"360";"1436";GALICIA;B;;US05953DAB38;ARGENTINA;XXXX;;;;"2024-03-27"
"002001032004000";FRBRG;FRBBOND REGIST;Bonos de la Rep. Arg. en u$s vto. 31/03/2005 tasa flotante -registrables-;USD;"31/03/1993";"31/03/2005";REA;"360";"16401";RA;B;FRB;XS0043120582;ARGENTINA;XXXX;;;;"2024-03-27"
"002009010000000";VEN07;VENZ DCB 2007;VENEZUELA DCB VTO. 18/12/2007 FLOATINGSERIE DL;USD;"18/12/1990";"18/12/2007";REA;"360";"1121";VEN;B;;XS0029435491;VENEZUELA;XXXX;;;;"2024-03-27"
"004061000000000";LETE48;VENCIDA 48;Letras del Tesoro en Dolares vto.18/06/1999;USD;"18/12/1998";"18/06/1999";REA;"360";"5048";;B;LE48;ARARGE032243;ARGENTINA;XXXX;;;;"2024-03-27"
"004110000000000";BHN00;BHN VTO. 2000;BANCO HIPOTECARIO NACIONAL VTO 23/12/2000 12 %;USD;"23/12/1998";"23/12/2000";"30";"360";"1439";HIPO;B;BHIP5;US05959FAC05;ARGENTINA;XXXX;;;;"2024-03-27"
"001005001000000";EUR;Euro Divisa;Euro Divisas;USD;;;"30";"360";EURO;;M;;;;XXXX;D;;;"2024-03-27"
"002004005000000";FIDEIC;FIDEICOMISOS;FIDEICOMISOS FINANCIEROS;;;;;;;;B;;;;XXXX;;;;"2024-03-27"
"002004005001000";TOR03;BCO TORQ 2003;CERT. PART. BCO. TORNQUIST SA VTO.20/06/2003;USD;"27/11/1996";"20/06/2003";;;"3147";TORNQUIST;B;IF1A;ARBTOR080012;ARGENTINA;XXXX;;;;"2024-03-27"
"004219000000000";RIOPA;BCO.RIO PANAMA;BCO. RIO DE LA PLATA S.A. (PANAMA)SERIE A;ARS;;;;;"10589";RIOPANAM;B;;;;XXXX;;;;"2024-03-27"
"002004001006000";ITALY;BCO. ITALIA SA;BANCO ITALIA S.A.(FALAT COMPLETAR);ARS;;;;;"1209";;B;;;;XXXX;;;;"2024-03-27"
"004168000000000";CORBAN;CORRESP. BANC.;CORRESPONDENCIA BANCARIA S.A. (FALTA COMPLETAR);ARS;;;;;"15000";;B;;;;XXXX;;;;"2024-03-27"
"004217000000000";RIOBA;RIOBANK INTER.;RIOBANK INTERNACIONAL;ARS;;;;;"15001";RIOIFE;B;;;;XXXX;;;;"2024-03-27"
"004226000000000";SAVIN;SAVING S.A.;SAVING S.A. DE AHORRO FINES DETERM.;ARS;;;;;"15005";;B;;;;XXXX;;;;"2024-03-27"
"004221000000000";RIOVA;RIO VALORES SB;RIO VALORES SOC. DE BOLSA;ARS;;;;;"15006";RIOVALORES;B;;;;XXXX;;;;"2024-03-27"
"002004001015000";MASUH;MASSUH S.A;MASSUH S.A. PREF. A S/COTIZ.;ARS;;;;;"15008";MASSUH;B;;;;XXXX;;;;"2024-03-27"
"002004001016000";PETCO;PETROL. COLOMB.;PETROLEOS COLOMBIANOS LTD.;ARS;;;;;"15009";;B;;;;XXXX;;;;"2024-03-27"
"002004001017000";TABA;TABACAL S.A.;TABACAL S.A. (SIN COTIZACION);ARS;;;REA;REA;"15010";TABACAL;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002004001019000";MAE;M.A.E. S.A.;M.A.E. S.A.;ARS;;;;;"8202";;B;;;;XXXX;;;;"2024-03-27"
"004054000000000";CPCT99;CP CITIBK 05/99;C.P. CITIBANK NA VTO. 20/05/99;USD;"29/01/1999";"20/05/1999";"30";"360";"1443";;B;;XS0094452181;ARGENTINA;XXXX;;;;"2024-03-27"
"004067000000000";LETE50;VENCIDA 50;LETRAS EXTERNAS EN DOLARES VTO 13/08/99;USD;"12/02/1999";"13/08/1999";REA;"365";"5050";;B;LE50;ARARGE032268;ARGENTINA;XXXX;;;;"2024-03-27"
"004218000000000";RIOP01;VENCIDA RIOP01;BCO. RIO DE LA PLATA VTO 21/08/2001 flot;USD;"21/08/1998";"21/08/2001";REA;"360";"1104";RIO;B;;US05964MAG96;ARGENTINA;XXXX;;;;"2024-03-27"
"002009011000000";VEG18;VEN. GLOBAL2018;VENEZUELA GLOBAL 13,625 % VTO. 15/08/2018;USD;"06/08/1998";"15/08/2018";"30";"360";"1444";VEN;B;;US922646AT10;VENEZUELA;XXXX;;;;"2024-03-27"
"002001001007000";BGL19;Bx.GLOBAL 2019;Bonos Externos Globales de la Rep. Arg. en u$s vto. 25/02/2019 -12,125%-;USD;"25/02/1999";"25/02/2019";"30";"360";"1446";RA;B;GF19D;US040114BC38;ARGENTINA;XXXX;;;;"2024-03-27"
"002004004010000";BND08;BND VTO 06/2008;BANCO NAC. DESENV VTO. 16/06/2008;USD;"16/06/1998";"16/06/2008";"30";"360";"1445";BNDES;B;;USP14486AA54;BRASIL;XXXX;;;;"2024-03-27"
"004084000000000";CP6C99;CP CITI 25/8/99;C.P. CITIBANK NA VTO 25/08/1999;USD;"26/02/1999";"25/08/1999";"30";"360";"1304";;B;;XS0095079900;;XXXX;;;;"2024-03-27"
"004085000000000";CPGALI;CP GALICIA 9/99;CP BANCO DE GALICIA VTO. 08/09/1999;USD;"10/03/1999";"08/09/1999";;;"1448";;B;BGAL3;US05953DAC11;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002124000";CIT07;CITICOR 02/2007;CITICORP EQUITY INVESTMENT VTO. 14/02/2007 9,75%;USD;"14/08/1998";"14/02/2007";"30";"360";"1349";CEIHOLDING;B;;US125154AG92;ARGENTINA;XXXX;;;;"2024-03-27"
"002003004014000";PROV2;PROV BSAS 03/02;PROVINCIA DE BUENOS AIRES 12,5% VTO. 15/03/2002;USD;"19/03/1999";"15/03/2002";"30";"360";"1450";BSAS;B;PBAS2;US11942XAA37;ARGENTINA;XXXX;;;;"2024-03-27"
"004068000000000";LETE51;VENCIDA 51;LETRAS DEL TESORO EN DOLARES VTO 17/09/1999;USD;"19/03/1999";"17/09/1999";REA;"360";"5051";;B;LE51;ARARGE032300;ARGENTINA;XXXX;;;;"2024-03-27"
"004135000000000";LETE52;VENCIDA 52;LETRAS DEL TESORO EN DOLARES VTO. 17/03/2000;USD;"19/03/1999";"17/03/2000";REA;"360";"5052";RA;B;LE52;ARARGE032318;ARGENTINA;XXXX;;;;"2024-03-27"
"004357000000000";BHN02;BHN VTO. 03/02;BANCO HIPOTECARIO NACIONAL 12,25 % VTO. 15/03/2002;USD;"26/03/1999";"15/03/2002";"30";"360";"1451";HIPO;B;BHIP6;USP1330HAK07;;XXXX;;;;"2024-03-27"
"002001005011000";PRO5;BOCON PRO5;Bono Consolidacion Deuda en Moneda Nac. 3ra Serie vto. 15/04/2007;ARS;"15/01/1999";"15/04/2007";REA;REA;"2156";RA;B;PRO5;ARARGE032185;ARGENTINA;XXXX;;;;"2024-03-27"
"002001005004000";PRO6;BOCON PRO6;Bono Consolidacion Deuda en u$s 3ra Serie vto. 15/04/2007 Flotante - PESIFICADO A 1,40;ARS;"15/01/1999";"15/04/2007";"30";"360";"2155";RA;B;PRO6;ARARGE032177;ARGENTINA;XXXX;;;;"2024-03-27"
"004063000000000";SANTBP;VENCIDA SANTBP;CD SANTANDER INV/BCO. PROVINCIA VTO. 19/06/1999;USD;"18/06/1997";"19/06/1999";REA;"365";"1192";;B;;XS0068672608;ARGENTINA;XXXX;;;;"2024-03-27"
"004243000000000";TGS00;VENCIDA TGS00;TRASPORTADORA DE GAS DEL SUR SA FLOATINGVTO. 1/6/2000;USD;"04/02/1999";"01/06/2000";REA;"360";"1454";TGS;B;;USP9308RAD54;ARGENTINA;XXXX;;;;"2024-03-27"
"002003004011000";PNE07;B.P RIONEGRO 07;Bono Consolidacion Pcia. de Rio Negro en u$s vto. 01/04/2007 Tasa Flotante;ARS;"01/04/1991";"01/04/2007";REA;"360";"2096";RNEGRO;B;RN002;ARPRNG030025;ARGENTINA;XXXX;;;;"2024-03-27"
"002009012000000";BRA12;BRASIL DCB 4/12;BRASIL DCB BEARER VTO. 15/04/2012 Floting;USD;"17/10/1994";"15/04/2012";REA;"360";"1694";BRL;B;;XS0049977191;BRASIL;XXXX;;;;"2024-03-27"
"002004002131000";MUL09;MULTIC 2009 REG;MULTICANAL S.A. 13,125 % VTO. 15/04/2009 REGISTRADOS;USD;"15/04/1999";"15/04/2009";"30";"360";"1457";MULTICANAL;B;;USP6988YAE16;ARGENTINA;XXXX;;;;"2024-03-27"
"004133000000000";GALI01;VENCIDA GALI01;BANCO DE GALICIA FLOAT VTO. 08/05/2001;USD;"04/05/1998";"08/05/2001";REA;"360";"1458";GALICIA;B;;US05953DAA54;ARGENTINA;XXXX;;;;"2024-03-27"
"004358000000000";BH02W;BHNW VTO. 03/02;W. BCO. HIPOTECARIO NAC. 12,25 % VTO 15/3/2002;USD;"26/03/1999";"15/03/2002";"30";"360";"1459";HIPO;B;OPBH6;ARP1330H1204;ARGENTINA;XXXX;;;;"2024-03-27"
"004195000000000";CPQUIL;VENCIDA CPQUIL;C.P. BANCO QUILMES 8,75% VTO. 17/4/2000;USD;"15/04/1999";"17/04/2000";REA;"360";"1460";QUILMES;B;SCOTA;XS0096692990;;XXXX;;;;"2024-03-27"
"004069000000000";LETE53;VENCIDA 53;LETRAS DEL TESORO EN DOLARES VTO.15/10/99;USD;"16/04/1999";"15/10/1999";REA;"360";"5053";;B;LE53;ARARGE032367;ARGENTINA;XXXX;;;;"2024-03-27"
"004171000000000";CPBHN0;CP BHN VTO 2000;CP. BANCO HIPOTECARIO NACIONAL VTO. 14/4/2000;USD;"21/04/1999";"14/04/2000";REA;"360";"1462";HIPO;B;BHIP7;XS0096914055;ARGENTINA;XXXX;;;;"2024-03-27"
